 ID;value;date;indoor T;indoor RH ;co2;outT;tsv
8219;0.0 ;26/08/2024 18:00;23.78 ;68.82 ;347.8 ;32.5 ;-0.22 
8221;0.0 ;26/08/2024 19:00;23.77 ;68.82 ;347.8 ;31.0 ;-0.22 
8223;0.0 ;26/08/2024 20:00;23.76 ;68.82 ;347.8 ;29.0 ;-0.25 
8225;0.0 ;26/08/2024 21:00;23.76 ;68.82 ;347.8 ;27.8 ;-0.25 
8227;0.0 ;26/08/2024 22:00;23.75 ;68.82 ;347.8 ;26.6 ;-0.25 
8229;0.0 ;26/08/2024 23:00;23.74 ;68.82 ;347.8 ;25.3 ;-0.25 
8231;0.0 ;27/08/2024 00:00;23.73 ;68.82 ;347.8 ;24.4 ;-0.25 
8233;0.0 ;27/08/2024 01:00;23.72 ;68.82 ;347.8 ;23.6 ;-0.25 
8235;0.0 ;27/08/2024 02:00;23.71 ;68.82 ;347.8 ;22.6 ;-0.25 
8237;0.0 ;27/08/2024 03:00;23.7 ;68.82 ;347.8 ;21.9 ;-0.25 
8239;0.0 ;27/08/2024 04:00;23.69 ;68.82 ;347.8 ;21.2 ;-0.25 
8241;0.0 ;27/08/2024 05:00;23.69 ;68.83 ;347.8 ;20.6 ;-0.25 
8243;0.0 ;27/08/2024 06:00;23.68 ;68.83 ;347.8 ;20.2 ;-0.25 
8245;0.0 ;27/08/2024 07:00;23.67 ;68.83 ;347.8 ;20.0 ;-0.25 
8247;0.0 ;27/08/2024 08:00;23.66 ;68.83 ;347.8 ;21.6 ;-0.25 
8249;0.0 ;27/08/2024 09:00;23.65 ;68.83 ;347.8 ;25.4 ;-0.28 
8251;0.0 ;27/08/2024 10:00;23.64 ;68.83 ;347.8 ;28.2 ;-0.28 
8253;0.0 ;27/08/2024 11:00;23.63 ;68.83 ;347.8 ;29.8 ;-0.28 
8255;0.0 ;27/08/2024 12:00;23.62 ;68.83 ;347.8 ;31.3 ;-0.28 
8257;0.0 ;27/08/2024 13:00;23.62 ;68.83 ;347.8 ;32.0 ;-0.28 
8259;0.0 ;27/08/2024 14:00;23.61 ;68.83 ;347.8 ;31.0 ;-0.28 
8261;0.0 ;27/08/2024 15:00;23.6 ;68.83 ;347.8 ;30.2 ;-0.28 
8263;0.0 ;27/08/2024 16:00;23.59 ;68.83 ;347.8 ;30.0 ;-0.28 
8265;0.0 ;27/08/2024 17:00;23.58 ;68.83 ;347.8 ;28.8 ;-0.28 
8267;0.0 ;27/08/2024 18:00;23.57 ;68.83 ;347.8 ;28.2 ;-0.28 
8269;0.0 ;27/08/2024 19:00;23.56 ;68.83 ;347.8 ;27.8 ;-0.28 
8271;0.0 ;27/08/2024 20:00;23.55 ;68.84 ;347.8 ;26.4 ;-0.44 
8273;0.0 ;27/08/2024 21:00;23.55 ;68.84 ;347.8 ;25.5 ;-0.44 
8275;0.0 ;27/08/2024 22:00;23.54 ;68.84 ;347.8 ;24.8 ;-0.44 
8277;0.0 ;27/08/2024 23:00;23.53 ;68.84 ;347.8 ;24.2 ;-0.44 
8279;0.0 ;28/08/2024 00:00;23.52 ;68.84 ;347.8 ;23.7 ;-0.5 
8281;0.0 ;28/08/2024 01:00;23.51 ;68.84 ;347.8 ;22.8 ;-0.5 
8283;0.0 ;28/08/2024 02:00;23.5 ;68.84 ;347.8 ;21.9 ;-0.5 
8285;0.0 ;28/08/2024 03:00;23.49 ;68.84 ;347.8 ;21.2 ;-0.5 
8287;0.0 ;28/08/2024 04:00;23.48 ;68.84 ;347.8 ;20.6 ;-0.5 
8289;0.0 ;28/08/2024 05:00;23.48 ;68.84 ;347.8 ;20.2 ;-0.5 
8291;0.0 ;28/08/2024 06:00;23.47 ;68.84 ;347.8 ;19.6 ;-0.5 
8293;0.0 ;28/08/2024 07:00;23.46 ;68.84 ;347.8 ;19.4 ;-0.5 
8295;0.0 ;28/08/2024 08:00;23.45 ;68.84 ;347.8 ;20.8 ;-0.5 
8297;0.0 ;28/08/2024 09:00;23.44 ;68.84 ;347.8 ;23.8 ;-0.5 
8299;0.0 ;28/08/2024 10:00;23.43 ;68.84 ;347.8 ;26.2 ;-0.5 
8301;0.0 ;28/08/2024 11:00;23.42 ;68.84 ;347.8 ;28.5 ;-0.5 
8303;0.0 ;28/08/2024 12:00;23.41 ;68.85 ;347.8 ;30.4 ;-0.5 
8305;0.0 ;28/08/2024 13:00;23.4 ;68.85 ;347.8 ;32.0 ;-0.5 
8307;0.0 ;28/08/2024 14:00;23.4 ;68.85 ;347.8 ;33.2 ;-0.5 
8309;0.0 ;28/08/2024 15:00;23.39 ;68.85 ;347.8 ;33.6 ;-0.46 
8311;0.0 ;28/08/2024 16:00;23.38 ;68.85 ;347.8 ;32.0 ;-0.46 
8313;0.0 ;28/08/2024 17:00;23.37 ;68.85 ;347.8 ;31.0 ;-0.46 
8315;0.0 ;28/08/2024 18:00;23.36 ;68.85 ;347.8 ;30.1 ;-0.46 
8317;0.0 ;28/08/2024 19:00;23.35 ;68.85 ;347.8 ;28.9 ;-0.45 
8319;0.0 ;28/08/2024 20:00;23.34 ;68.85 ;347.8 ;27.4 ;-0.45 
8321;0.0 ;28/08/2024 21:00;23.33 ;68.85 ;347.8 ;25.8 ;-0.45 
8323;0.0 ;28/08/2024 22:00;23.33 ;68.85 ;347.8 ;24.5 ;-0.45 
8325;0.0 ;28/08/2024 23:00;23.32 ;68.85 ;347.8 ;23.3 ;-0.45 
8327;0.0 ;29/08/2024 00:00;23.31 ;68.85 ;347.8 ;22.0 ;-0.45 
8329;0.0 ;29/08/2024 01:00;23.3 ;68.85 ;347.8 ;21.2 ;-0.44 
8331;0.0 ;29/08/2024 02:00;23.29 ;68.85 ;347.8 ;20.6 ;-0.45 
8333;0.0 ;29/08/2024 03:00;23.28 ;68.86 ;347.8 ;20.2 ;-0.45 
8335;0.0 ;29/08/2024 04:00;23.27 ;68.86 ;347.8 ;19.8 ;-0.45 
8337;0.0 ;29/08/2024 05:00;23.26 ;68.86 ;347.8 ;19.4 ;-0.45 
8339;0.0 ;29/08/2024 06:00;23.26 ;68.86 ;347.8 ;19.1 ;-0.45 
8341;0.0 ;29/08/2024 07:00;23.25 ;68.86 ;347.8 ;18.8 ;-0.45 
8343;0.0 ;29/08/2024 08:00;23.24 ;68.86 ;347.8 ;20.1 ;-0.45 
8345;0.0 ;29/08/2024 09:00;23.23 ;68.86 ;347.8 ;23.6 ;-0.45 
8347;0.0 ;29/08/2024 10:00;23.22 ;68.86 ;347.8 ;26.3 ;-0.45 
8349;0.0 ;29/08/2024 11:00;23.21 ;68.86 ;347.8 ;29.2 ;-0.45 
8351;0.0 ;29/08/2024 12:00;23.2 ;68.86 ;347.8 ;31.3 ;-0.45 
8353;0.0 ;29/08/2024 13:00;23.19 ;68.86 ;347.8 ;33.1 ;-0.45 
8355;0.0 ;29/08/2024 14:00;23.19 ;68.86 ;347.8 ;33.3 ;-0.45 
8357;0.0 ;29/08/2024 15:00;23.18 ;68.86 ;347.8 ;34.0 ;-0.45 
8359;0.0 ;29/08/2024 16:00;23.17 ;68.86 ;347.8 ;34.0 ;-0.45 
8361;0.0 ;29/08/2024 17:00;23.16 ;68.86 ;347.8 ;33.2 ;-0.45 
8363;0.0 ;29/08/2024 18:00;23.15 ;68.87 ;347.8 ;32.6 ;-0.45 
8365;0.0 ;29/08/2024 19:00;23.14 ;68.87 ;347.8 ;31.2 ;-0.45 
8367;0.0 ;29/08/2024 20:00;23.13 ;68.87 ;347.8 ;29.1 ;-0.45 
8369;0.0 ;29/08/2024 21:00;23.12 ;68.87 ;347.8 ;27.7 ;-0.45 
8371;0.0 ;29/08/2024 22:00;23.12 ;68.87 ;347.8 ;26.1 ;-0.45 
8373;0.0 ;29/08/2024 23:00;23.11 ;68.87 ;347.8 ;23.7 ;-0.43 
8375;0.0 ;30/08/2024 00:00;23.1 ;68.87 ;347.8 ;21.6 ;-0.39 
8377;0.0 ;30/08/2024 01:00;23.09 ;68.87 ;347.8 ;20.4 ;-0.39 
8379;0.0 ;30/08/2024 02:00;23.08 ;68.87 ;347.8 ;19.6 ;-0.39 
8381;0.0 ;30/08/2024 03:00;23.07 ;68.87 ;347.8 ;19.0 ;-0.39 
8383;0.0 ;30/08/2024 04:00;23.06 ;68.87 ;347.8 ;18.6 ;-0.39 
8385;0.0 ;30/08/2024 05:00;23.05 ;68.87 ;347.8 ;18.0 ;-0.39 
8387;0.0 ;30/08/2024 06:00;23.05 ;68.87 ;347.8 ;17.6 ;-0.39 
8389;0.0 ;30/08/2024 07:00;23.04 ;68.87 ;347.8 ;17.2 ;-0.39 
8391;0.0 ;30/08/2024 08:00;23.03 ;68.87 ;347.8 ;19.0 ;-0.39 
8393;0.0 ;30/08/2024 09:00;23.02 ;68.88 ;347.8 ;23.8 ;-0.36 
8395;0.0 ;30/08/2024 10:00;23.01 ;68.88 ;347.8 ;27.0 ;-0.36 
8397;0.0 ;30/08/2024 11:00;23.0 ;68.88 ;347.8 ;15.0 ;-0.37 
8399;0.0 ;30/08/2024 12:00;22.99 ;68.88 ;347.8 ;32.3 ;-0.37 
8401;0.0 ;30/08/2024 13:00;22.98 ;68.88 ;347.8 ;33.2 ;-0.36 
8403;0.0 ;30/08/2024 14:00;22.98 ;68.88 ;347.8 ;33.8 ;-0.36 
8405;0.0 ;30/08/2024 15:00;22.97 ;68.88 ;347.8 ;34.4 ;-0.36 
8407;0.0 ;30/08/2024 16:00;22.96 ;68.88 ;347.8 ;34.0 ;-0.36 
8409;0.0 ;30/08/2024 17:00;22.95 ;68.88 ;347.8 ;33.6 ;-0.36 
8411;0.0 ;30/08/2024 18:00;22.94 ;68.88 ;347.8 ;32.6 ;-0.36 
8413;0.0 ;30/08/2024 19:00;22.93 ;68.88 ;347.8 ;31.2 ;-0.36 
8415;0.0 ;30/08/2024 20:00;22.92 ;68.88 ;347.8 ;29.0 ;-0.36 
8417;0.0 ;30/08/2024 21:00;22.91 ;68.88 ;347.8 ;27.4 ;-0.36 
8419;0.0 ;30/08/2024 22:00;22.9 ;68.88 ;347.8 ;25.7 ;-0.36 
8421;0.0 ;30/08/2024 23:00;22.9 ;68.88 ;347.8 ;24.4 ;-0.36 
8423;0.0 ;31/08/2024 00:00;22.89 ;68.89 ;347.8 ;22.8 ;-0.36 
8425;0.0 ;31/08/2024 01:00;22.88 ;68.89 ;347.8 ;21.6 ;-0.36 
8427;0.0 ;31/08/2024 02:00;22.87 ;68.89 ;347.8 ;20.7 ;-0.36 
8429;0.0 ;31/08/2024 03:00;22.86 ;68.89 ;347.8 ;20.0 ;-0.36 
8431;0.0 ;31/08/2024 04:00;22.85 ;68.89 ;347.8 ;19.3 ;-0.36 
8433;0.0 ;31/08/2024 05:00;22.84 ;68.89 ;347.8 ;18.7 ;-0.36 
8435;0.0 ;31/08/2024 06:00;22.83 ;68.89 ;347.8 ;18.3 ;-0.36 
8437;0.0 ;31/08/2024 07:00;22.83 ;68.89 ;347.8 ;18.0 ;-0.36 
8439;0.0 ;31/08/2024 08:00;22.82 ;68.89 ;347.8 ;19.7 ;-0.36 
8441;0.0 ;31/08/2024 09:00;22.81 ;68.89 ;347.8 ;24.6 ;-0.36 
8443;0.0 ;31/08/2024 10:00;22.8 ;68.89 ;347.8 ;27.8 ;-0.36 
8445;0.0 ;31/08/2024 11:00;22.79 ;68.89 ;347.8 ;30.6 ;-0.36 
8447;0.0 ;31/08/2024 12:00;22.78 ;68.89 ;347.8 ;32.5 ;-0.36 
8449;0.0 ;31/08/2024 13:00;22.77 ;68.89 ;347.8 ;33.8 ;-0.36 
8451;0.0 ;31/08/2024 14:00;22.76 ;68.89 ;347.8 ;34.2 ;-0.36 
8453;0.0 ;31/08/2024 15:00;22.76 ;68.9 ;347.8 ;34.3 ;-0.36 
8455;0.0 ;31/08/2024 16:00;22.75 ;68.9 ;347.8 ;34.2 ;-0.36 
8457;0.0 ;31/08/2024 17:00;22.74 ;68.9 ;347.8 ;33.6 ;-0.36 
8459;0.0 ;31/08/2024 18:00;22.73 ;68.9 ;347.8 ;32.8 ;-0.36 
8461;0.0 ;31/08/2024 19:00;22.72 ;68.9 ;347.8 ;30.9 ;-0.36 
8463;0.0 ;31/08/2024 20:00;22.71 ;68.9 ;347.8 ;28.9 ;-0.36 
8465;0.0 ;31/08/2024 21:00;22.7 ;68.9 ;347.8 ;27.8 ;-0.36 
8467;0.0 ;31/08/2024 22:00;22.69 ;68.9 ;347.8 ;26.3 ;-0.36 
8469;0.0 ;31/08/2024 23:00;22.69 ;68.9 ;347.8 ;24.6 ;-0.36 
8471;0.0 ;01/09/2024 00:00;22.68 ;68.9 ;347.8 ;23.0 ;-0.35 
8473;0.0 ;01/09/2024 01:00;22.67 ;68.9 ;347.8 ;21.5 ;-0.35 
8475;0.0 ;01/09/2024 02:00;22.66 ;68.9 ;347.8 ;20.4 ;-0.35 
8477;0.0 ;01/09/2024 03:00;22.65 ;68.9 ;347.8 ;19.5 ;-0.35 
8479;0.0 ;01/09/2024 04:00;22.64 ;68.9 ;347.8 ;18.8 ;-0.35 
8481;0.0 ;01/09/2024 05:00;22.63 ;68.9 ;347.8 ;18.3 ;-0.35 
8483;0.0 ;01/09/2024 06:00;22.62 ;68.91 ;347.8 ;18.2 ;-0.35 
8485;0.0 ;01/09/2024 07:00;22.62 ;68.91 ;347.8 ;18.2 ;-0.35 
8487;0.0 ;01/09/2024 08:00;22.61 ;68.91 ;347.8 ;19.4 ;-0.35 
8489;0.0 ;01/09/2024 09:00;22.6 ;68.91 ;347.8 ;23.2 ;-0.35 
8491;0.0 ;01/09/2024 10:00;22.59 ;68.91 ;347.8 ;26.0 ;-0.35 
8493;0.0 ;01/09/2024 11:00;22.58 ;68.91 ;347.8 ;28.2 ;-0.35 
8495;0.0 ;01/09/2024 12:00;22.57 ;68.91 ;347.8 ;30.8 ;-0.35 
8497;0.0 ;01/09/2024 13:00;22.56 ;68.91 ;347.8 ;32.1 ;-0.35 
8499;0.0 ;01/09/2024 14:00;22.55 ;68.91 ;347.8 ;32.7 ;-0.35 
8501;0.0 ;01/09/2024 15:00;22.55 ;68.91 ;347.8 ;33.5 ;-0.35 
8503;0.0 ;01/09/2024 16:00;22.54 ;68.91 ;347.8 ;33.6 ;-0.35 
8505;0.0 ;01/09/2024 17:00;22.53 ;68.91 ;347.8 ;33.2 ;-0.35 
8507;0.0 ;01/09/2024 18:00;22.52 ;68.91 ;347.8 ;32.7 ;-0.35 
8509;0.0 ;01/09/2024 19:00;22.51 ;68.91 ;347.8 ;30.7 ;-0.35 
8511;0.0 ;01/09/2024 20:00;22.5 ;68.91 ;347.8 ;29.0 ;-0.35 
8513;0.0 ;01/09/2024 21:00;22.49 ;68.92 ;347.8 ;27.0 ;-0.35 
8515;0.0 ;01/09/2024 22:00;22.48 ;68.92 ;347.8 ;25.5 ;-0.35 
8517;0.0 ;01/09/2024 23:00;22.48 ;68.92 ;347.8 ;24.4 ;-0.35 
8519;0.0 ;02/09/2024 00:00;22.47 ;68.92 ;347.8 ;23.8 ;-0.35 
8521;0.0 ;02/09/2024 01:00;22.46 ;68.92 ;347.8 ;23.2 ;-0.35 
8523;0.0 ;02/09/2024 02:00;22.45 ;68.92 ;347.8 ;22.6 ;-0.35 
8525;0.0 ;02/09/2024 03:00;22.44 ;68.92 ;347.8 ;21.8 ;-0.35 
8527;0.0 ;02/09/2024 04:00;22.43 ;68.92 ;347.8 ;20.7 ;-0.35 
8529;0.0 ;02/09/2024 05:00;22.42 ;68.92 ;347.8 ;20.0 ;-0.35 
8531;0.0 ;02/09/2024 06:00;22.41 ;68.92 ;347.8 ;19.5 ;-0.35 
8533;0.0 ;02/09/2024 07:00;22.4 ;68.92 ;347.8 ;19.4 ;-0.35 
8535;0.0 ;02/09/2024 08:00;22.4 ;68.92 ;347.8 ;20.8 ;-0.35 
8537;0.0 ;02/09/2024 09:00;22.39 ;68.92 ;347.8 ;23.9 ;-0.35 
8539;0.0 ;02/09/2024 10:00;22.38 ;68.92 ;347.8 ;25.8 ;-0.35 
8541;0.0 ;02/09/2024 11:00;22.37 ;68.92 ;347.8 ;27.3 ;-0.36 
8543;0.0 ;02/09/2024 12:00;22.36 ;68.93 ;347.8 ;28.9 ;-0.36 
8545;0.0 ;02/09/2024 13:00;22.35 ;68.93 ;347.8 ;29.4 ;-0.36 
8547;0.0 ;02/09/2024 14:00;22.34 ;68.93 ;347.8 ;29.0 ;-0.36 
8549;0.0 ;02/09/2024 15:00;22.33 ;68.93 ;347.8 ;29.3 ;-0.36 
8551;0.0 ;02/09/2024 16:00;22.33 ;68.93 ;347.8 ;29.3 ;-0.36 
8553;0.0 ;02/09/2024 17:00;22.32 ;68.93 ;347.8 ;29.3 ;-0.36 
8555;0.0 ;02/09/2024 18:00;22.31 ;68.93 ;347.8 ;29.0 ;-0.36 
8557;0.0 ;02/09/2024 19:00;22.3 ;68.93 ;347.8 ;28.3 ;-0.36 
8559;0.0 ;02/09/2024 20:00;22.29 ;68.93 ;347.8 ;26.8 ;-0.36 
8561;0.0 ;02/09/2024 21:00;22.28 ;68.93 ;347.8 ;25.4 ;-0.36 
8563;0.0 ;02/09/2024 22:00;22.27 ;68.93 ;347.8 ;24.0 ;-0.38 
8565;0.0 ;02/09/2024 23:00;22.26 ;68.93 ;347.8 ;23.4 ;-0.38 
8567;0.0 ;03/09/2024 00:00;22.26 ;68.93 ;347.8 ;22.8 ;-0.38 
8569;0.0 ;03/09/2024 01:00;22.25 ;68.93 ;347.8 ;22.1 ;-0.38 
8571;0.0 ;03/09/2024 02:00;22.24 ;68.93 ;347.8 ;21.4 ;-0.38 
8573;0.0 ;03/09/2024 03:00;22.23 ;68.94 ;347.8 ;20.8 ;-0.39 
8575;0.0 ;03/09/2024 04:00;22.22 ;68.94 ;347.8 ;20.2 ;-0.38 
8577;0.0 ;03/09/2024 05:00;22.21 ;68.94 ;347.8 ;19.6 ;-0.38 
8579;0.0 ;03/09/2024 06:00;22.2 ;68.94 ;347.8 ;19.0 ;-0.38 
8581;0.0 ;03/09/2024 07:00;22.19 ;68.94 ;347.8 ;18.9 ;-0.4 
8583;0.0 ;03/09/2024 08:00;22.19 ;68.94 ;347.8 ;20.0 ;-0.4 
8585;0.0 ;03/09/2024 09:00;22.18 ;68.94 ;347.8 ;23.0 ;-0.42 
8587;0.0 ;03/09/2024 10:00;22.17 ;68.94 ;347.8 ;25.4 ;-0.42 
8589;0.0 ;03/09/2024 11:00;22.16 ;68.94 ;347.8 ;27.6 ;-0.42 
8591;0.0 ;03/09/2024 12:00;22.15 ;68.94 ;347.8 ;29.4 ;-0.42 
8593;0.0 ;03/09/2024 13:00;22.14 ;68.94 ;347.8 ;30.6 ;-0.42 
8595;0.0 ;03/09/2024 14:00;22.13 ;68.94 ;347.8 ;31.6 ;-0.42 
8597;0.0 ;03/09/2024 15:00;22.12 ;68.94 ;347.8 ;31.8 ;-0.42 
8599;0.0 ;03/09/2024 16:00;22.12 ;68.94 ;347.8 ;31.7 ;-0.42 
8601;0.0 ;03/09/2024 17:00;22.11 ;68.94 ;347.8 ;31.7 ;-0.42 
8603;0.0 ;03/09/2024 18:00;22.1 ;68.95 ;347.8 ;30.3 ;-0.42 
8605;0.0 ;03/09/2024 19:00;22.09 ;68.95 ;347.8 ;28.5 ;-0.42 
8607;0.0 ;03/09/2024 20:00;22.08 ;68.95 ;347.8 ;26.6 ;-0.42 
8609;0.0 ;03/09/2024 21:00;22.07 ;68.95 ;347.8 ;24.8 ;-0.42 
8611;0.0 ;03/09/2024 22:00;22.06 ;68.95 ;347.8 ;24.0 ;-0.41 
8613;0.0 ;03/09/2024 23:00;22.05 ;68.95 ;347.8 ;23.2 ;-0.41 
8615;0.0 ;04/09/2024 00:00;22.05 ;68.95 ;347.8 ;22.5 ;-0.41 
8617;0.0 ;04/09/2024 01:00;22.04 ;68.95 ;347.8 ;22.0 ;-0.41 
8619;0.0 ;04/09/2024 02:00;22.03 ;68.95 ;347.8 ;21.8 ;-0.41 
8621;0.0 ;04/09/2024 03:00;22.02 ;68.95 ;347.8 ;21.3 ;-0.41 
8623;0.0 ;04/09/2024 04:00;22.01 ;68.95 ;347.8 ;20.8 ;-0.41 
8625;0.0 ;04/09/2024 05:00;22.0 ;68.95 ;347.8 ;20.1 ;-0.42 
8627;0.0 ;04/09/2024 06:00;21.99 ;68.95 ;347.8 ;19.5 ;-0.41 
8629;0.0 ;04/09/2024 07:00;21.98 ;68.95 ;347.8 ;19.0 ;-0.41 
8631;0.0 ;04/09/2024 08:00;21.98 ;68.95 ;347.8 ;20.0 ;-0.41 
8633;0.0 ;04/09/2024 09:00;21.97 ;68.96 ;347.8 ;22.8 ;-0.4 
8635;0.0 ;04/09/2024 10:00;21.96 ;68.96 ;347.8 ;24.8 ;-0.4 
8637;0.0 ;04/09/2024 11:00;21.95 ;68.96 ;347.8 ;26.9 ;-0.4 
8639;0.0 ;04/09/2024 12:00;21.94 ;68.96 ;347.8 ;28.7 ;-0.4 
8641;0.0 ;04/09/2024 13:00;21.93 ;68.96 ;347.8 ;30.7 ;-0.36 
8643;0.0 ;04/09/2024 14:00;21.92 ;68.96 ;347.8 ;31.6 ;-0.39 
8645;0.0 ;04/09/2024 15:00;21.91 ;68.96 ;347.8 ;31.9 ;-0.39 
8647;0.0 ;04/09/2024 16:00;21.9 ;68.96 ;347.8 ;31.6 ;-0.45 
8649;0.0 ;04/09/2024 17:00;21.9 ;68.96 ;347.8 ;30.4 ;-0.45 
8651;0.0 ;04/09/2024 18:00;21.89 ;68.96 ;347.8 ;28.7 ;-0.41 
8653;0.0 ;04/09/2024 19:00;21.88 ;68.96 ;347.8 ;26.7 ;-0.35 
8655;0.0 ;04/09/2024 20:00;21.87 ;68.96 ;347.8 ;23.6 ;-0.35 
8657;0.0 ;04/09/2024 21:00;21.86 ;68.96 ;347.8 ;23.2 ;-0.35 
8659;0.0 ;04/09/2024 22:00;21.85 ;68.96 ;347.8 ;22.6 ;-0.37 
8661;0.0 ;04/09/2024 23:00;21.84 ;68.96 ;347.8 ;21.9 ;-0.37 
8663;0.0 ;05/09/2024 00:00;21.83 ;68.97 ;347.8 ;21.2 ;-0.37 
8665;0.0 ;05/09/2024 01:00;21.83 ;68.97 ;347.8 ;20.6 ;-0.37 
8667;0.0 ;05/09/2024 02:00;21.82 ;68.97 ;347.8 ;20.4 ;-0.39 
8669;0.0 ;05/09/2024 03:00;21.81 ;68.97 ;347.8 ;20.4 ;-0.39 
8671;0.0 ;05/09/2024 04:00;21.8 ;68.97 ;347.8 ;20.2 ;-0.39 
8673;0.0 ;05/09/2024 05:00;21.79 ;68.97 ;347.8 ;20.0 ;-0.39 
8675;0.0 ;05/09/2024 06:00;21.78 ;68.97 ;347.8 ;20.0 ;-0.37 
8677;0.0 ;05/09/2024 07:00;21.77 ;68.97 ;347.8 ;20.2 ;-0.33 
8679;0.0 ;05/09/2024 08:00;21.76 ;68.97 ;347.8 ;21.0 ;-0.32 
8681;0.0 ;05/09/2024 09:00;21.76 ;68.97 ;347.8 ;21.6 ;-0.32 
8683;0.0 ;05/09/2024 10:00;21.75 ;68.97 ;347.8 ;22.7 ;-0.3 
8685;0.0 ;05/09/2024 11:00;21.74 ;68.97 ;347.8 ;23.8 ;-0.3 
8687;0.0 ;05/09/2024 12:00;21.73 ;68.97 ;347.8 ;25.6 ;-0.3 
8689;0.0 ;05/09/2024 13:00;21.72 ;68.97 ;347.8 ;25.8 ;-0.3 
8691;0.0 ;05/09/2024 14:00;21.71 ;68.97 ;347.8 ;26.6 ;-0.3 
8693;0.0 ;05/09/2024 15:00;21.7 ;68.98 ;347.8 ;25.8 ;-0.29 
8695;0.0 ;05/09/2024 16:00;21.69 ;68.98 ;347.8 ;25.4 ;-0.29 
8697;0.0 ;05/09/2024 17:00;21.69 ;68.98 ;347.8 ;25.0 ;-0.29 
8699;0.0 ;05/09/2024 18:00;21.68 ;68.98 ;347.8 ;25.0 ;-0.29 
8701;0.0 ;05/09/2024 19:00;21.67 ;68.98 ;347.8 ;24.3 ;-0.29 
8703;0.0 ;05/09/2024 20:00;21.66 ;68.98 ;347.8 ;23.1 ;-0.29 
8705;0.0 ;05/09/2024 21:00;21.65 ;68.98 ;347.8 ;22.0 ;-0.29 
8707;0.0 ;05/09/2024 22:00;21.64 ;68.98 ;347.8 ;21.3 ;-0.29 
8709;0.0 ;05/09/2024 23:00;21.63 ;68.98 ;347.8 ;21.0 ;-0.29 
8711;0.0 ;06/09/2024 00:00;21.62 ;68.98 ;347.8 ;20.6 ;-0.29 
8713;0.0 ;06/09/2024 01:00;21.62 ;68.98 ;347.8 ;20.5 ;-0.29 
8715;0.0 ;06/09/2024 02:00;21.61 ;68.98 ;347.8 ;20.4 ;-0.29 
8717;0.0 ;06/09/2024 03:00;21.6 ;68.98 ;347.8 ;20.2 ;-0.29 
8719;0.0 ;06/09/2024 04:00;21.59 ;68.98 ;347.8 ;20.1 ;-0.29 
8721;0.0 ;06/09/2024 05:00;21.58 ;68.98 ;347.8 ;20.1 ;-0.29 
8723;0.0 ;06/09/2024 06:00;21.57 ;68.99 ;347.8 ;19.9 ;-0.29 
8725;0.0 ;06/09/2024 07:00;21.56 ;68.99 ;347.8 ;19.6 ;-0.29 
8727;0.0 ;06/09/2024 08:00;21.55 ;68.99 ;347.8 ;20.0 ;-0.29 
8729;0.0 ;06/09/2024 09:00;21.55 ;68.99 ;347.8 ;21.2 ;-0.29 
8731;0.0 ;06/09/2024 10:00;21.54 ;68.99 ;347.8 ;22.4 ;-0.29 
8733;0.0 ;06/09/2024 11:00;21.53 ;68.99 ;347.8 ;23.8 ;-0.29 
8735;0.0 ;06/09/2024 12:00;21.52 ;68.99 ;347.8 ;25.2 ;-0.24 
8737;0.0 ;06/09/2024 13:00;21.51 ;68.99 ;347.8 ;27.2 ;-0.24 
8739;0.0 ;06/09/2024 14:00;21.5 ;68.99 ;347.8 ;28.3 ;-0.24 
8741;0.0 ;06/09/2024 15:00;21.49 ;68.99 ;347.8 ;29.0 ;-0.24 
8743;0.0 ;06/09/2024 16:00;21.48 ;68.99 ;347.8 ;28.8 ;-0.24 
8745;0.0 ;06/09/2024 17:00;21.48 ;68.99 ;347.8 ;28.8 ;-0.24 
8747;0.0 ;06/09/2024 18:00;21.47 ;68.99 ;347.8 ;28.3 ;-0.21 
8749;0.0 ;06/09/2024 19:00;21.46 ;68.99 ;347.8 ;27.2 ;-0.21 
8751;0.0 ;06/09/2024 20:00;21.45 ;68.99 ;347.8 ;25.2 ;-0.2 
8753;0.0 ;06/09/2024 21:00;21.44 ;69.0 ;347.8 ;23.5 ;-0.2 
8755;0.0 ;06/09/2024 22:00;21.43 ;69.0 ;347.8 ;22.0 ;-0.2 
8757;0.0 ;06/09/2024 23:00;21.42 ;69.0 ;347.8 ;20.6 ;-0.2 
8759;0.0 ;07/09/2024 00:00;21.41 ;69.0 ;347.8 ;19.7 ;-0.2 
8761;0.0 ;07/09/2024 01:00;21.41 ;69.0 ;347.8 ;19.2 ;-0.2 
8763;0.0 ;07/09/2024 02:00;21.4 ;69.0 ;347.8 ;18.4 ;-0.2 
8765;0.0 ;07/09/2024 03:00;21.39 ;69.0 ;347.8 ;17.7 ;-0.2 
8767;0.0 ;07/09/2024 04:00;21.38 ;69.0 ;347.8 ;16.8 ;-0.2 
8769;0.0 ;07/09/2024 05:00;21.37 ;69.0 ;347.8 ;16.2 ;-0.2 
8771;0.0 ;07/09/2024 06:00;21.36 ;69.0 ;347.8 ;15.8 ;-0.2 
8773;0.0 ;07/09/2024 07:00;21.35 ;69.0 ;347.8 ;15.4 ;-0.2 
8775;0.0 ;07/09/2024 08:00;21.34 ;69.0 ;347.8 ;16.7 ;-0.2 
